@relation 'SlashDot_Data-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,6,7,8,9,5-weka.filters.supervised.instance.SpreadSubsample-M1.0-X0.0-S1'

@attribute 'Adamic Adar' numeric
@attribute 'Association Strength' numeric
@attribute 'Common Neighbors' numeric
@attribute Jaccard numeric
@attribute 'Min Overlap' numeric
@attribute NMeasure numeric
@attribute 'Resource Allocation' numeric
@attribute 'Rooted PageRank' numeric
@attribute Labels {'Not Form',Form}

@data
0.133353,0.009524,1,0.04,0.2,0.065512,0.000554,0.000308,'Not Form'
0.178504,1,1,1,1,1,0.00369,0.002112,'Not Form'
0.133353,0.009615,1,0.034483,0.25,0.05376,0.000554,0.00052,'Not Form'
0.133353,0.5,1,0.5,1,0.632456,0.000554,0.000285,'Not Form'
0.177923,0.041667,1,0.076923,0.5,0.116248,0.003623,0.001676,'Not Form'
0.133353,0.5,1,0.5,1,0.632456,0.000554,0.000261,'Not Form'
0.247338,0.003788,1,0.029412,0.090909,0.053567,0.017544,0.001759,'Not Form'
0.188918,0.125,1,0.2,0.5,0.316228,0.005025,0.001664,'Not Form'
0.480898,0.333333,1,0.333333,1,0.447214,0.125,0.06096,'Not Form'
0.133353,0.003788,1,0.030303,0.083333,0.056433,0.000554,0.000401,'Not Form'
0.369269,0.076923,1,0.076923,1,0.108465,0.066667,0.025257,'Not Form'
0.133353,0.083333,1,0.083333,1,0.117444,0.000554,0.000284,'Not Form'
0.187864,0.006173,1,0.017857,0.333333,0.026149,0.004878,0.001731,'Not Form'
0.197527,0.05,1,0.090909,0.5,0.138675,0.006329,0.001889,'Not Form'
0.133353,0.000335,1,0.003559,0.090909,0.005214,0.000554,0.002386,'Not Form'
0.254335,0.00117,1,0.014085,0.066667,0.023994,0.019608,0.001255,'Not Form'
0.133353,0.2,1,0.2,1,0.27735,0.000554,0.000284,'Not Form'
0.133353,1,1,1,1,1,0.000554,0.000319,'Not Form'
0.133353,0.015625,1,0.052632,0.25,0.085749,0.000554,0.000167,'Not Form'
0.133353,0.009804,1,0.019231,0.5,0.027708,0.000554,0.000377,'Not Form'
0.133353,1,1,1,1,1,0.000554,0.000319,'Not Form'
0.262697,0.007692,1,0.007692,1,0.010878,0.022222,0.01342,'Not Form'
0.133353,0.033333,1,0.0625,0.5,0.093454,0.000554,0.000385,'Not Form'
0.333808,0.001389,1,0.018868,0.041667,0.036811,0.05,0.003498,'Not Form'
0.133353,0.333333,1,0.333333,1,0.447214,0.000554,0.000241,'Not Form'
0.183307,0.5,1,0.5,1,0.632456,0.004274,0.002291,'Not Form'
0.133353,0.071429,1,0.125,0.5,0.194257,0.000554,0.000328,'Not Form'
0.133353,1,1,1,1,1,0.000554,0.000319,'Not Form'
0.15839,0.02381,1,0.02381,1,0.033662,0.001812,0.001181,'Not Form'
0.239556,0.25,1,0.25,1,0.342997,0.015385,0.007585,'Not Form'
0.249543,0.02,1,0.038462,0.5,0.056388,0.018182,0.007225,'Not Form'
0.133353,0.5,1,0.5,1,0.632456,0.000554,0.000258,'Not Form'
0.133353,0.1,1,0.1,1,0.14072,0.000554,0.000306,'Not Form'
0.235377,0.008,1,0.008,1,0.011313,0.014286,0.005316,'Not Form'
0.221151,0.016667,1,0.016667,1,0.023567,0.01087,0.005867,'Not Form'
0.133353,1,1,1,1,1,0.000554,0.000319,'Not Form'
0.133353,0.5,1,0.5,1,0.632456,0.000554,0.000322,'Not Form'
0.133353,0.004274,1,0.0125,0.333333,0.018118,0.000554,0.000387,'Not Form'
0.17874,0.000901,1,0.008333,0.1,0.012689,0.003717,0.002478,'Not Form'
0.15839,0.001074,1,0.007194,0.142857,0.010618,0.001812,0.00298,'Not Form'
0.133353,1,1,1,1,1,0.000554,0.000319,'Not Form'
0.133353,0.038462,1,0.038462,1,0.054353,0.000554,0.000641,'Not Form'
0.133353,0.015625,1,0.066667,0.125,0.125,0.000554,0.000234,'Not Form'
0.286,0.011905,1,0.055556,0.142857,0.101797,0.030303,0.002451,'Not Form'
0.133353,0.04,1,0.111111,0.2,0.2,0.000554,0.000173,'Not Form'
0.133353,0.016129,1,0.016129,1,0.022807,0.000554,0.000651,'Not Form'
0.133353,0.5,1,0.5,1,0.632456,0.000554,0.000259,'Not Form'
0.203556,0.004762,1,0.025,0.166667,0.039825,0.007353,0.001785,'Not Form'
0.133353,0.01,1,0.041667,0.2,0.068599,0.000554,0.000304,'Not Form'
0.242299,0.2,1,0.2,1,0.27735,0.016129,0.007202,'Not Form'
0.244239,0.030303,1,0.076923,0.333333,0.124035,0.016667,0.0022,'Not Form'
0.133353,0.05,1,0.125,0.25,0.220863,0.000554,0.000235,'Not Form'
0.25973,0.333333,1,0.333333,1,0.447214,0.021277,0.010793,'Not Form'
0.133353,0.05,1,0.05,1,0.070622,0.000554,0.0004,'Not Form'
0.133353,1,1,1,1,1,0.000554,0.000319,'Not Form'
0.205443,0.004545,1,0.020833,0.2,0.031936,0.007692,0.000812,'Not Form'
0.133353,0.001558,1,0.00463,0.333333,0.006608,0.000554,0.002176,'Not Form'
0.22756,1,1,1,1,1,0.012346,0.009484,'Not Form'
0.133353,0.125,1,0.2,0.5,0.316228,0.000554,0.00023,'Not Form'
0.133353,0.02381,1,0.083333,0.166667,0.153393,0.000554,0.000216,'Not Form'
0.199049,0.019231,1,0.037037,0.5,0.054233,0.006579,0.003703,'Not Form'
0.133353,0.033333,1,0.0625,0.5,0.093454,0.000554,0.000451,'Not Form'
0.133353,0.125,1,0.2,0.5,0.316228,0.000554,0.000169,'Not Form'
0.133353,0.055556,1,0.125,0.333333,0.210819,0.000554,0.000183,'Not Form'
0.133353,0.1,1,0.166667,0.5,0.262613,0.000554,0.000224,'Not Form'
0.230908,0.020408,1,0.076923,0.142857,0.142857,0.013158,0.001629,'Not Form'
0.133353,1,1,1,1,1,0.000554,0.000319,'Not Form'
0.15839,0.006329,1,0.006329,1,0.008951,0.001812,0.004295,'Not Form'
0.208878,0.032258,1,0.032258,1,0.045596,0.008333,0.002841,'Not Form'
0.202656,0.021277,1,0.021277,1,0.030083,0.007194,0.00219,'Not Form'
0.261189,0.002469,1,0.018868,0.111111,0.030817,0.021739,0.002333,'Not Form'
0.133353,0.25,1,0.333333,0.5,0.5,0.000554,0.000214,'Not Form'
0.133353,0.333333,1,0.333333,1,0.447214,0.000554,0.000245,'Not Form'
0.193194,0.005208,1,0.019608,0.25,0.029361,0.00565,0.000989,'Not Form'
0.243257,0.1,1,0.1,1,0.14072,0.016393,0.006397,'Not Form'
0.133353,0.166667,1,0.25,0.5,0.392232,0.000554,0.000245,'Not Form'
0.186198,0.004329,1,0.032258,0.090909,0.059655,0.004651,0.000324,'Not Form'
0.133353,0.333333,1,0.333333,1,0.447214,0.000554,0.000262,'Not Form'
0.478777,0.002946,2,0.019608,0.285714,0.029083,0.031136,0.00321,'Not Form'
0.133353,0.166667,1,0.166667,1,0.232495,0.000554,0.000375,'Not Form'
0.133353,0.1,1,0.166667,0.5,0.262613,0.000554,0.00017,'Not Form'
0.133353,0.5,1,0.5,1,0.632456,0.000554,0.000332,'Not Form'
0.378923,0.027027,1,0.027027,1,0.038208,0.071429,0.041629,'Not Form'
0.191164,0.00198,1,0.009524,0.2,0.013985,0.005348,0.004261,'Not Form'
0.133353,1,1,1,1,1,0.000554,0.000319,'Not Form'
0.19216,0.00303,1,0.014286,0.2,0.021366,0.005495,0.00152,'Not Form'
0.133353,0.125,1,0.125,1,0.175412,0.000554,0.000289,'Not Form'
0.133353,0.111111,1,0.111111,1,0.156174,0.000554,0.000215,'Not Form'
0.177923,0.001832,1,0.021739,0.047619,0.042314,0.003623,0.000711,'Not Form'
0.203253,0.012987,1,0.058824,0.142857,0.108465,0.007299,0.000771,'Not Form'
0.187864,0.000413,1,0.00361,0.111111,0.005254,0.004878,0.005767,'Not Form'
0.205443,0.2,1,0.2,1,0.27735,0.007692,0.004208,'Not Form'
0.207112,0.011905,1,0.041667,0.25,0.066154,0.008,0.003535,'Not Form'
0.17874,0.142857,1,0.142857,1,0.2,0.003717,0.001541,'Not Form'
0.133353,0.011628,1,0.011628,1,0.016443,0.000554,0.000564,'Not Form'
0.133353,0.017857,1,0.071429,0.142857,0.133038,0.000554,0.000254,'Not Form'
0.133353,0.166667,1,0.25,0.5,0.392232,0.000554,0.000182,'Not Form'
0.133353,0.25,1,0.333333,0.5,0.5,0.000554,0.000279,'Not Form'
0.226304,0.002222,1,0.018519,0.1,0.030679,0.012048,0.001543,'Not Form'
0.133353,0.045455,1,0.083333,0.5,0.126491,0.000554,0.00028,'Not Form'
0.133353,0.035714,1,0.1,0.25,0.175412,0.000554,0.000247,'Not Form'
0.133353,0.006993,1,0.043478,0.090909,0.083045,0.000554,0.000123,'Not Form'
0.133353,0.166667,1,0.25,0.5,0.392232,0.000554,0.000176,'Not Form'
0.513898,0.05,1,0.05,1,0.070622,0.142857,0.057598,'Not Form'
0.133353,0.25,1,0.333333,0.5,0.5,0.000554,0.000255,'Not Form'
0.133353,0.055556,1,0.1,0.5,0.153393,0.000554,0.000212,'Not Form'
0.221151,0.142857,1,0.142857,1,0.2,0.01087,0.006582,'Not Form'
0.133353,0.016393,1,0.016393,1,0.023181,0.000554,0.001003,'Not Form'
0.216679,0.090909,1,0.090909,1,0.128037,0.009901,0.003884,'Not Form'
0.133353,0.166667,1,0.166667,1,0.232495,0.000554,0.000286,'Not Form'
0.244239,0.002193,1,0.020408,0.083333,0.035489,0.016667,0.000625,'Not Form'
0.193194,0.005128,1,0.037037,0.076923,0.071247,0.00565,0.000551,'Not Form'
0.271085,0.001429,1,0.009434,0.142857,0.014108,0.025,0.002921,'Not Form'
0.133353,0.045455,1,0.045455,1,0.064216,0.000554,0.000484,'Not Form'
0.18494,0.125,1,0.125,1,0.175412,0.004484,0.001612,'Not Form'
0.230908,0.5,1,0.5,1,0.632456,0.013158,0.005726,'Not Form'
0.306928,0.002304,1,0.022727,0.071429,0.041577,0.038462,0.001464,'Not Form'
0.133353,1,1,1,1,1,0.000554,0.000319,'Not Form'
0.133353,0.005814,1,0.011494,0.5,0.01644,0.000554,0.000444,'Not Form'
0.133353,0.005556,1,0.035714,0.111111,0.064483,0.000554,0.000249,'Not Form'
0.133353,0.25,1,0.25,1,0.342997,0.000554,0.00036,'Not Form'
0.133353,0.016667,1,0.066667,0.166667,0.121268,0.000554,0.000212,'Not Form'
0.208878,0.166667,1,0.25,0.5,0.392232,0.008333,0.002282,'Not Form'
0.133353,0.125,1,0.125,1,0.175412,0.000554,0.000212,'Not Form'
0.133353,0.066667,1,0.142857,0.333333,0.242536,0.000554,0.000338,'Not Form'
0.208516,0.058824,1,0.058824,1,0.083045,0.008264,0.002989,'Not Form'
0.262697,0.013333,1,0.052632,0.2,0.089443,0.022222,0.002547,'Not Form'
0.360674,0.015152,1,0.0625,0.166667,0.112867,0.0625,0.003834,'Not Form'
0.283578,0.002688,1,0.005348,0.5,0.007603,0.029412,0.006737,'Not Form'
0.133353,0.004386,1,0.012821,0.333333,0.018594,0.000554,0.000712,'Not Form'
0.133353,0.25,1,0.25,1,0.342997,0.000554,0.000352,'Not Form'
0.133353,0.004878,1,0.004878,1,0.006899,0.000554,0.002287,'Not Form'
0.133353,0.018519,1,0.05,0.333333,0.077498,0.000554,0.000153,'Not Form'
0.205443,0.008,1,0.034483,0.2,0.05547,0.007692,0.000969,'Not Form'
0.230213,0.1,1,0.1,1,0.14072,0.012987,0.005345,'Not Form'
0.133353,0.017857,1,0.034483,0.5,0.050379,0.000554,0.000496,'Not Form'
0.133353,0.025641,1,0.066667,0.333333,0.106,0.000554,0.000819,'Not Form'
0.133353,0.5,1,0.5,1,0.632456,0.000554,0.000379,'Not Form'
0.133353,0.011905,1,0.011905,1,0.016835,0.000554,0.000758,'Not Form'
0.133353,0.047619,1,0.047619,1,0.067267,0.000554,0.000399,'Not Form'
0.133353,0.5,1,0.5,1,0.632456,0.000554,0.000254,'Not Form'
0.249543,0.013333,1,0.052632,0.2,0.089443,0.018182,0.004123,'Not Form'
0.20677,0.028571,1,0.028571,1,0.04039,0.007937,0.006654,'Not Form'
0.198025,0.011628,1,0.011628,1,0.016443,0.00641,0.005463,'Not Form'
0.133353,0.5,1,0.5,1,0.632456,0.000554,0.000267,'Not Form'
0.242299,0.006993,1,0.043478,0.090909,0.083045,0.016129,0.001577,'Not Form'
0.15839,0.028571,1,0.028571,1,0.04039,0.001812,0.001051,'Not Form'
0.181642,0.5,1,0.5,1,0.632456,0.004065,0.001848,'Not Form'
0.17874,0.002632,1,0.026316,0.052632,0.051265,0.003717,0.000787,'Not Form'
0.133353,0.125,1,0.2,0.5,0.316228,0.000554,0.000267,'Not Form'
0.205769,0.083333,1,0.166667,0.333333,0.282843,0.007752,0.003002,'Not Form'
0.389871,0.005051,1,0.026316,0.166667,0.042164,0.076923,0.005118,'Not Form'
0.835253,0.00037,4,0.01581,0.075472,0.026839,0.042932,0.002099,'Not Form'
0.183307,0.5,1,0.5,1,0.632456,0.004274,0.00243,'Not Form'
0.196084,0.011628,1,0.011628,1,0.016443,0.006098,0.004687,'Not Form'
0.133353,0.2,1,0.2,1,0.27735,0.000554,0.000222,'Not Form'
0.133353,1,1,1,1,1,0.000554,0.000319,'Not Form'
0.204484,0.083333,1,0.083333,1,0.117444,0.007519,0.002585,'Not Form'
0.187864,0.166667,1,0.25,0.5,0.392232,0.004878,0.001613,'Not Form'
0.133353,0.05,1,0.05,1,0.070622,0.000554,0.000273,'Not Form'
0.22756,0.2,1,0.2,1,0.27735,0.012346,0.005676,'Not Form'
0.328459,0.007246,1,0.014286,0.5,0.020487,0.047619,0.006027,'Not Form'
0.228205,0.076923,1,0.076923,1,0.108465,0.0125,0.005008,'Not Form'
0.133353,0.022222,1,0.058824,0.333333,0.09245,0.000554,0.000359,'Not Form'
0.133353,0.111111,1,0.2,0.333333,0.333333,0.000554,0.000178,'Not Form'
0.203253,0.027778,1,0.052632,0.5,0.078087,0.007299,0.001994,'Not Form'
0.212335,0.007143,1,0.043478,0.1,0.082199,0.009009,0.000988,'Not Form'
0.209243,1,1,1,1,1,0.008403,0.005992,'Not Form'
0.214434,0.2,1,0.2,1,0.27735,0.009434,0.003929,'Not Form'
0.221687,0.090909,1,0.090909,1,0.128037,0.010989,0.006099,'Not Form'
0.133353,0.25,1,0.25,1,0.342997,0.000554,0.000297,'Not Form'
0.133353,0.0625,1,0.142857,0.25,0.25,0.000554,0.000319,'Not Form'
0.193194,0.003247,1,0.02,0.142857,0.031742,0.00565,0.000753,'Not Form'
0.187864,0.002342,1,0.014925,0.142857,0.023033,0.004878,0.002643,'Not Form'
0.133353,0.010417,1,0.020408,0.5,0.029437,0.000554,0.00091,'Not Form'
0.15839,0.041667,1,0.041667,1,0.058874,0.001812,0.001169,'Not Form'
0.212335,0.1,1,0.166667,0.5,0.262613,0.009009,0.002189,'Not Form'
0.229531,0.2,1,0.2,1,0.27735,0.012821,0.00527,'Not Form'
0.133353,0.00641,1,0.012658,0.5,0.018125,0.000554,0.000436,'Not Form'
0.15839,0.00025,1,0.006536,0.030303,0.011276,0.001812,0.001466,'Not Form'
0.133353,0.034483,1,0.034483,1,0.048737,0.000554,0.000379,'Not Form'
0.133353,0.019231,1,0.0625,0.25,0.103975,0.000554,0.000208,'Not Form'
0.177923,0.111111,1,0.111111,1,0.156174,0.003623,0.001382,'Not Form'
0.253085,0.004329,1,0.012658,0.333333,0.018352,0.019231,0.01483,'Not Form'
0.233075,0.004167,1,0.015873,0.25,0.023518,0.013699,0.005993,'Not Form'
0.19216,0.166667,1,0.166667,1,0.232495,0.005495,0.002204,'Not Form'
0.19136,0.026316,1,0.05,0.5,0.074023,0.005376,0.00111,'Not Form'
0.193194,0.166667,1,0.166667,1,0.232495,0.00565,0.002333,'Not Form'
0.133353,0.5,1,0.5,1,0.632456,0.000554,0.000285,'Not Form'
0.133353,1,1,1,1,1,0.000554,0.000319,'Not Form'
0.216217,0.038462,1,0.071429,0.5,0.107521,0.009804,0.003299,'Not Form'
0.288539,0.002451,1,0.025,0.058824,0.048085,0.03125,0.001827,'Not Form'
0.186198,0.00303,1,0.02381,0.1,0.041013,0.004651,0.000689,'Not Form'
0.207112,0.028571,1,0.028571,1,0.04039,0.008,0.004977,'Not Form'
0.133353,0.5,1,0.5,1,0.632456,0.000554,0.000285,'Not Form'
0.196319,0.035714,1,0.066667,0.5,0.1,0.006135,0.00159,'Not Form'
0.208516,0.166667,1,0.25,0.5,0.392232,0.008264,0.003773,'Not Form'
0.352956,0.021739,1,0.021739,1,0.030737,0.058824,0.021621,'Not Form'
0.360674,0.066667,1,0.142857,0.333333,0.242536,0.0625,0.013323,'Not Form'
0.133353,0.2,1,0.2,1,0.27735,0.000554,0.000225,'Not Form'
0.209988,0.009259,1,0.043478,0.166667,0.074536,0.008547,0.001487,'Not Form'
0.19136,0.111111,1,0.111111,1,0.156174,0.005376,0.003488,'Not Form'
0.133353,0.333333,1,0.333333,1,0.447214,0.000554,0.000262,'Not Form'
0.193194,0.000305,1,0.008197,0.025641,0.01527,0.00565,0.001143,'Not Form'
0.133353,0.004808,1,0.030303,0.125,0.051988,0.000554,0.00024,'Not Form'
0.133353,0.006173,1,0.017857,0.333333,0.026149,0.000554,0.000394,'Not Form'
0.203253,0.00094,1,0.011236,0.071429,0.0183,0.007299,0.001768,'Not Form'
0.133353,0.333333,1,0.333333,1,0.447214,0.000554,0.000237,'Not Form'
0.230908,0.1,1,0.1,1,0.14072,0.013158,0.005353,'Not Form'
0.208516,0.020833,1,0.076923,0.166667,0.141421,0.008264,0.001613,'Not Form'
0.133353,0.2,1,0.2,1,0.27735,0.000554,0.000365,'Not Form'
0.133353,0.002525,1,0.025641,0.055556,0.049752,0.000554,0.000157,'Not Form'
0.133353,0.001208,1,0.01,0.111111,0.015299,0.000554,0.000718,'Not Form'
0.193194,0.038462,1,0.071429,0.5,0.107521,0.00565,0.003583,'Not Form'
0.133353,0.2,1,0.2,1,0.27735,0.000554,0.000289,'Not Form'
0.222785,0.0625,1,0.0625,1,0.088216,0.011236,0.005502,'Not Form'
0.133353,0.041667,1,0.041667,1,0.058874,0.000554,0.000489,'Not Form'
0.133353,0.25,1,0.25,1,0.342997,0.000554,0.000234,'Not Form'
