@relation 'MathOverflow_Data-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,6,7,8,9,5-weka.filters.supervised.instance.SpreadSubsample-M1.0-X0.0-S1'

@attribute 'Adamic Adar' numeric
@attribute 'Association Strength' numeric
@attribute 'Common Neighbors' numeric
@attribute Jaccard numeric
@attribute 'Min Overlap' numeric
@attribute NMeasure numeric
@attribute 'Resource Allocation' numeric
@attribute 'Rooted PageRank' numeric
@attribute Labels {'Not Form',Form}

@data
0.314236,0.017857,2,0.035714,1,0.050475,0.003546,0.000727,'Not Form'
0.164414,0.5,1,0.5,1,0.632456,0.002283,0.000502,'Not Form'
0.163508,0.002762,1,0.005495,0.5,0.007813,0.002208,0.002205,'Not Form'
0.164414,0.001984,1,0.011236,0.166667,0.016793,0.002283,0.000688,'Not Form'
0.193405,0.007463,1,0.014706,0.5,0.021098,0.005682,0.001136,'Not Form'
0.163568,0.035714,1,0.066667,0.5,0.1,0.002212,0.000556,'Not Form'
0.347251,0.003676,2,0.027027,0.25,0.04131,0.007347,0.000789,'Not Form'
0.172713,0.007143,1,0.007143,1,0.010101,0.003058,0.003372,'Not Form'
0.15209,0.001976,1,0.022727,0.045455,0.044433,0.001395,0.000257,'Not Form'
0.194936,0.002545,1,0.002545,1,0.003598,0.005917,0.00871,'Not Form'
0.164414,0.008333,1,0.045455,0.125,0.083189,0.002283,0.000285,'Not Form'
0.215313,0.017857,1,0.071429,0.142857,0.133038,0.009615,0.000458,'Not Form'
0.166696,0.029412,1,0.029412,1,0.041577,0.002481,0.001173,'Not Form'
0.188385,0.1,1,0.1,1,0.14072,0.00495,0.001425,'Not Form'
0.333363,0.002273,2,0.032258,0.1,0.058521,0.005396,0.000699,'Not Form'
0.15034,0.002062,1,0.009901,0.2,0.01456,0.001292,0.000911,'Not Form'
0.334301,0.010101,2,0.068966,0.222222,0.118993,0.005045,0.000493,'Not Form'
0.222232,0.006993,1,0.043478,0.090909,0.083045,0.011111,0.000618,'Not Form'
0.180721,0.002242,1,0.004464,0.5,0.006342,0.003953,0.004985,'Not Form'
0.166696,0.000406,1,0.007519,0.045455,0.01239,0.002481,0.001023,'Not Form'
0.15034,0.032258,1,0.032258,1,0.045596,0.001292,0.000791,'Not Form'
0.14429,0.333333,1,0.333333,1,0.447214,0.000978,0.000271,'Not Form'
0.149823,0.004464,1,0.034483,0.071429,0.066519,0.001263,0.000358,'Not Form'
0.180464,0.003774,1,0.017544,0.2,0.026565,0.003922,0.00126,'Not Form'
0.14429,0.02,1,0.071429,0.2,0.126491,0.000978,0.000317,'Not Form'
0.932649,0.000776,5,0.027624,0.108696,0.047984,0.02643,0.001095,'Not Form'
0.204484,0.003984,1,0.003984,1,0.005634,0.007519,0.006485,'Not Form'
0.171907,0.022222,1,0.058824,0.333333,0.09245,0.002976,0.00044,'Not Form'
0.199311,0.25,1,0.25,1,0.342997,0.006623,0.003014,'Not Form'
0.15034,0.2,1,0.2,1,0.27735,0.001292,0.000303,'Not Form'
0.202953,0.009804,1,0.027778,0.333333,0.041434,0.007246,0.001121,'Not Form'
0.164977,0.2,1,0.2,1,0.27735,0.002331,0.000493,'Not Form'
1.003832,0.000738,6,0.026549,0.139535,0.043777,0.019759,0.001051,'Not Form'
0.186037,0.02439,1,0.02439,1,0.034483,0.00463,0.002167,'Not Form'
0.18246,0.00085,1,0.005747,0.142857,0.008411,0.004167,0.001942,'Not Form'
0.853382,0.000557,5,0.025381,0.075758,0.046776,0.014978,0.000952,'Not Form'
0.149823,0.071429,1,0.071429,1,0.100759,0.001263,0.000335,'Not Form'
0.149823,0.166667,1,0.25,0.5,0.392232,0.001263,0.000215,'Not Form'
0.185404,0.000321,1,0.004762,0.0625,0.007228,0.004545,0.002687,'Not Form'
0.162812,0.001196,1,0.016129,0.052632,0.029508,0.002151,0.000486,'Not Form'
0.271085,0.000576,1,0.004975,0.111111,0.00732,0.025,0.002266,'Not Form'
0.214434,0.000664,1,0.012987,0.028571,0.025507,0.009434,0.000576,'Not Form'
0.197038,0.0025,1,0.025,0.0625,0.047646,0.00625,0.000478,'Not Form'
0.374227,0.012821,2,0.086957,0.166667,0.159872,0.009583,0.000695,'Not Form'
0.215762,0.02439,1,0.02439,1,0.034483,0.009709,0.005666,'Not Form'
0.316551,0.018519,2,0.037037,1,0.052342,0.00399,0.000985,'Not Form'
0.152382,1,1,1,1,1,0.001412,0.000446,'Not Form'
0.17046,0.002381,1,0.009259,0.25,0.013459,0.002833,0.000796,'Not Form'
0.173081,0.125,1,0.2,0.5,0.316228,0.003096,0.000458,'Not Form'
0.15034,0.166667,1,0.25,0.5,0.392232,0.001292,0.000413,'Not Form'
0.152382,0.000473,1,0.003247,0.142857,0.004682,0.001412,0.001736,'Not Form'
0.163926,0.006452,1,0.006452,1,0.009124,0.002242,0.002299,'Not Form'
0.14429,0.001572,1,0.004673,0.333333,0.00667,0.000978,0.001288,'Not Form'
0.200658,0.0125,1,0.058824,0.125,0.110432,0.006849,0.000401,'Not Form'
0.18983,0.055556,1,0.1,0.5,0.153393,0.005155,0.000745,'Not Form'
0.179959,0.001244,1,0.007194,0.166667,0.010543,0.003861,0.001371,'Not Form'
0.167397,0.002688,1,0.02381,0.083333,0.042544,0.002545,0.000356,'Not Form'
1.016942,0.001132,5,0.037037,0.104167,0.068142,0.05366,0.000903,'Not Form'
0.269283,0.007143,1,0.03125,0.2,0.049721,0.02439,0.001278,'Not Form'
0.174028,0.05,1,0.125,0.25,0.220863,0.003195,0.000405,'Not Form'
0.333363,0.010638,2,0.040816,0.5,0.059963,0.005396,0.001527,'Not Form'
0.152382,0.00813,1,0.023256,0.333333,0.034401,0.001412,0.000496,'Not Form'
0.166904,0.002058,1,0.006098,0.333333,0.008728,0.0025,0.002829,'Not Form'
0.186686,0.003333,1,0.018182,0.166667,0.028083,0.004717,0.001184,'Not Form'
0.258318,0.041667,1,0.111111,0.25,0.196116,0.020833,0.001994,'Not Form'
0.218593,0.000351,1,0.008197,0.032258,0.014567,0.010309,0.000767,'Not Form'
0.192363,1,1,1,1,1,0.005525,0.002754,'Not Form'
0.507487,0.000379,3,0.011364,0.088235,0.018018,0.008842,0.00137,'Not Form'
0.152382,0.083333,1,0.166667,0.333333,0.282843,0.001412,0.000282,'Not Form'
0.193834,0.004274,1,0.0125,0.333333,0.018118,0.005747,0.001181,'Not Form'
0.169494,0.5,1,0.5,1,0.632456,0.00274,0.000837,'Not Form'
0.15209,0.00025,1,0.005263,0.041667,0.008382,0.001395,0.001004,'Not Form'
0.17046,0.002165,1,0.021739,0.071429,0.039451,0.002833,0.000362,'Not Form'
0.319078,0.007143,2,0.014286,1,0.020201,0.003894,0.003849,'Not Form'
0.328459,0.058824,1,0.058824,1,0.083045,0.047619,0.018413,'Not Form'
0.15034,0.008547,1,0.047619,0.111111,0.089443,0.001292,0.000275,'Not Form'
0.166904,0.019608,1,0.052632,0.333333,0.081923,0.0025,0.000392,'Not Form'
0.14429,0.0625,1,0.142857,0.25,0.25,0.000978,0.000161,'Not Form'
0.192775,0.005814,1,0.021739,0.25,0.032747,0.005587,0.0007,'Not Form'
0.168271,0.083333,1,0.166667,0.333333,0.282843,0.002625,0.000327,'Not Form'
0.190017,0.005556,1,0.028571,0.166667,0.046225,0.005181,0.000617,'Not Form'
0.192363,0.002283,1,0.002283,1,0.003229,0.005525,0.009447,'Not Form'
0.181777,0.022222,1,0.022222,1,0.031419,0.004082,0.001307,'Not Form'
0.14429,0.066667,1,0.142857,0.333333,0.242536,0.000978,0.000134,'Not Form'
0.168271,0.1,1,0.1,1,0.14072,0.002625,0.000599,'Not Form'
0.171214,0.027778,1,0.027778,1,0.039269,0.002907,0.001404,'Not Form'
0.264257,0.05,1,0.05,1,0.070622,0.022727,0.006793,'Not Form'
1.116022,0.001075,6,0.041096,0.096774,0.077641,0.029245,0.000827,'Not Form'
0.185561,0.020833,1,0.076923,0.166667,0.141421,0.004566,0.000291,'Not Form'
0.176371,0.020408,1,0.020408,1,0.028855,0.003448,0.003391,'Not Form'
0.199842,0.002415,1,0.013514,0.166667,0.020419,0.006711,0.000758,'Not Form'
0.179834,0.025,1,0.047619,0.5,0.07036,0.003846,0.001115,'Not Form'
0.164977,0.333333,1,0.333333,1,0.447214,0.002331,0.000518,'Not Form'
0.181777,0.055556,1,0.125,0.333333,0.210819,0.004082,0.000602,'Not Form'
0.516246,0.002747,2,0.03125,0.142857,0.052523,0.044444,0.001488,'Not Form'
0.14429,0.02381,1,0.045455,0.5,0.06704,0.000978,0.00034,'Not Form'
0.480898,0.025641,1,0.066667,0.333333,0.106,0.125,0.030964,'Not Form'
0.345976,0.007353,1,0.041667,0.125,0.075271,0.055556,0.003813,'Not Form'
0.600673,0.001136,3,0.029703,0.068182,0.057021,0.022672,0.000816,'Not Form'
0.189645,0.006757,1,0.025,0.25,0.038001,0.005128,0.001279,'Not Form'
0.345976,0.002151,1,0.002151,1,0.003041,0.055556,0.101723,'Not Form'
0.149823,0.002381,1,0.019608,0.1,0.032756,0.001263,0.000596,'Not Form'
0.369269,0.021277,1,0.021277,1,0.030083,0.066667,0.025136,'Not Form'
0.14429,0.017857,1,0.071429,0.142857,0.133038,0.000978,0.000166,'Not Form'
0.191757,0.000116,1,0.003236,0.032258,0.005038,0.005435,0.000926,'Not Form'
0.180981,0.004808,1,0.018182,0.25,0.027116,0.003984,0.001651,'Not Form'
0.14429,0.012821,1,0.055556,0.166667,0.098773,0.000978,0.000181,'Not Form'
0.164537,0.002732,1,0.015152,0.166667,0.023072,0.002294,0.001025,'Not Form'
0.358896,0.00059,2,0.014706,0.0625,0.025545,0.008248,0.000821,'Not Form'
0.177809,0.005848,1,0.037037,0.111111,0.067267,0.00361,0.000343,'Not Form'
0.176695,0.029412,1,0.055556,0.5,0.082619,0.003484,0.000769,'Not Form'
0.558111,0.005263,1,0.010417,0.5,0.014883,0.166667,0.032829,'Not Form'
0.176695,0.000613,1,0.012195,0.03125,0.023489,0.003484,0.000506,'Not Form'
0.149823,0.00065,1,0.005587,0.111111,0.008259,0.001263,0.001283,'Not Form'
0.167114,0.006849,1,0.013514,0.5,0.019366,0.002519,0.002115,'Not Form'
0.548598,0.000909,3,0.017751,0.136364,0.027985,0.015049,0.001099,'Not Form'
0.15034,0.5,1,0.5,1,0.632456,0.001292,0.000369,'Not Form'
0.25973,0.003484,1,0.003484,1,0.004928,0.021277,0.028998,'Not Form'
0.56795,0.003571,3,0.017647,0.6,0.025243,0.018969,0.002612,'Not Form'
0.204172,0.005291,1,0.030303,0.142857,0.050702,0.007463,0.000953,'Not Form'
0.15034,0.005208,1,0.019608,0.25,0.029361,0.001292,0.000606,'Not Form'
0.239556,0.001515,1,0.017241,0.066667,0.030422,0.015385,0.000481,'Not Form'
0.318929,0.000255,1,0.003185,0.076923,0.004678,0.043478,0.003524,'Not Form'
0.173081,0.009091,1,0.038462,0.2,0.062684,0.003096,0.000755,'Not Form'
0.721348,0.055556,1,0.125,0.333333,0.210819,0.25,0.021627,'Not Form'
0.15209,0.001381,1,0.005435,0.25,0.007811,0.001395,0.001217,'Not Form'
0.913479,0.002137,5,0.024752,0.416667,0.036193,0.02448,0.002033,'Not Form'
0.168271,0.002242,1,0.004464,0.5,0.006342,0.002625,0.001893,'Not Form'
0.174028,0.002646,1,0.016667,0.142857,0.025972,0.003195,0.000747,'Not Form'
0.14429,0.027778,1,0.071429,0.333333,0.114332,0.000978,0.00028,'Not Form'
0.211932,0.001724,1,0.003436,0.5,0.004876,0.008929,0.007681,'Not Form'
0.179959,0.166667,1,0.25,0.5,0.392232,0.003861,0.000716,'Not Form'
0.214003,0.000359,1,0.004115,0.083333,0.006088,0.009346,0.003414,'Not Form'
0.163508,0.001812,1,0.010309,0.166667,0.015339,0.002208,0.001096,'Not Form'
0.177582,0.00112,1,0.015385,0.052632,0.027896,0.003584,0.000402,'Not Form'
0.14429,0.166667,1,0.25,0.5,0.392232,0.000978,0.000199,'Not Form'
0.176695,0.018519,1,0.035714,0.5,0.052235,0.003484,0.001825,'Not Form'
0.15034,0.055556,1,0.1,0.5,0.153393,0.001292,0.000272,'Not Form'
0.562552,0.004464,3,0.013393,1,0.018939,0.015931,0.004131,'Not Form'
0.190776,0.002959,1,0.005882,0.5,0.008368,0.005291,0.003857,'Not Form'
0.15209,1,1,1,1,1,0.001395,0.000414,'Not Form'
0.15034,0.005556,1,0.016129,0.333333,0.023541,0.001292,0.000702,'Not Form'
0.245246,0.05,1,0.125,0.25,0.220863,0.016949,0.0015,'Not Form'
0.16165,0.005102,1,0.019231,0.25,0.028766,0.002058,0.000481,'Not Form'
0.175322,0.003125,1,0.006211,0.5,0.008838,0.003333,0.003323,'Not Form'
0.15034,0.011905,1,0.055556,0.142857,0.101797,0.001292,0.000189,'Not Form'
0.176695,0.002703,1,0.021739,0.1,0.036898,0.003484,0.00027,'Not Form'
0.177809,0.052632,1,0.052632,1,0.074329,0.00361,0.001056,'Not Form'
0.15034,0.001603,1,0.003195,0.5,0.004533,0.001292,0.002531,'Not Form'
0.3538,0.011905,2,0.035088,0.666667,0.050435,0.007236,0.000729,'Not Form'
0.190017,0.038462,1,0.038462,1,0.054353,0.005181,0.002643,'Not Form'
0.183307,0.006173,1,0.038462,0.111111,0.070273,0.004274,0.000373,'Not Form'
0.264257,0.000244,1,0.007353,0.022727,0.013746,0.022727,0.000523,'Not Form'
0.152382,0.020408,1,0.020408,1,0.028855,0.001412,0.001274,'Not Form'
0.18983,0.007937,1,0.038462,0.166667,0.064752,0.005155,0.000603,'Not Form'
0.202953,0.002358,1,0.004695,0.5,0.006671,0.007246,0.004709,'Not Form'
0.793831,0.000653,4,0.016,0.148148,0.024746,0.033385,0.001554,'Not Form'
0.152382,0.035714,1,0.1,0.25,0.175412,0.001412,0.000262,'Not Form'
2.532164,0.001742,13,0.043333,0.5,0.063797,0.094387,0.002649,'Not Form'
0.265873,0.055556,1,0.055556,1,0.078446,0.023256,0.009838,'Not Form'
0.705107,0.006349,4,0.057971,0.4,0.088681,0.013901,0.001164,'Not Form'
0.152382,0.166667,1,0.25,0.5,0.392232,0.001412,0.00032,'Not Form'
0.300163,0.001068,2,0.012048,0.166667,0.018078,0.002555,0.001148,'Not Form'
0.381775,0.008333,2,0.066667,0.166667,0.121268,0.012024,0.000465,'Not Form'
0.178504,0.004202,1,0.025,0.142857,0.04074,0.00369,0.00048,'Not Form'
0.854245,0.001242,4,0.03252,0.114286,0.057469,0.054313,0.001227,'Not Form'
0.176913,0.000694,1,0.004082,0.166667,0.005891,0.003509,0.002876,'Not Form'
0.188918,0.071429,1,0.125,0.5,0.194257,0.005025,0.001012,'Not Form'
0.364577,0.002653,2,0.037736,0.076923,0.072619,0.008294,0.000484,'Not Form'
0.241363,0.002933,1,0.02439,0.090909,0.042993,0.015873,0.000639,'Not Form'
0.152382,0.006993,1,0.043478,0.090909,0.083045,0.001412,0.000257,'Not Form'
0.189098,0.2,1,0.2,1,0.27735,0.005051,0.001638,'Not Form'
0.195161,0.125,1,0.2,0.5,0.316228,0.005952,0.000984,'Not Form'
0.17046,0.011628,1,0.022727,0.5,0.032853,0.002833,0.000701,'Not Form'
0.189645,0.002564,1,0.007576,0.333333,0.010876,0.005128,0.001819,'Not Form'
0.181508,0.005236,1,0.005236,1,0.007404,0.004049,0.005031,'Not Form'
0.164537,0.005435,1,0.033333,0.125,0.058075,0.002294,0.00037,'Not Form'
0.362419,0.000658,2,0.011765,0.1,0.018449,0.008028,0.001557,'Not Form'
0.185561,0.004717,1,0.004717,1,0.006671,0.004566,0.006612,'Not Form'
0.192775,0.002193,1,0.006494,0.333333,0.009302,0.005587,0.002702,'Not Form'
0.164537,0.00813,1,0.023256,0.333333,0.034401,0.002294,0.000826,'Not Form'
0.541068,0.000359,3,0.014019,0.06,0.024338,0.011765,0.000894,'Not Form'
0.203253,0.025641,1,0.066667,0.333333,0.106,0.007299,0.000776,'Not Form'
0.181111,0.029412,1,0.055556,0.5,0.082619,0.004,0.001321,'Not Form'
0.166018,0.033333,1,0.0625,0.5,0.093454,0.002421,0.000497,'Not Form'
0.169494,0.012821,1,0.025,0.5,0.036214,0.00274,0.000453,'Not Form'
0.14429,0.083333,1,0.142857,0.5,0.223607,0.000978,0.000259,'Not Form'
0.176586,0.027778,1,0.052632,0.5,0.078087,0.003472,0.000798,'Not Form'
0.696217,0.005333,4,0.065574,0.266667,0.108366,0.013963,0.000659,'Not Form'
0.17046,0.002252,1,0.006667,0.333333,0.009554,0.002833,0.002538,'Not Form'
0.167114,0.002398,1,0.007092,0.333333,0.010172,0.002519,0.001951,'Not Form'
0.17522,0.001042,1,0.013333,0.0625,0.022774,0.003322,0.000675,'Not Form'
0.149823,0.002155,1,0.004292,0.5,0.006096,0.001263,0.001963,'Not Form'
0.176695,0.025,1,0.025,1,0.035344,0.003484,0.002451,'Not Form'
0.187522,0.013333,1,0.037037,0.333333,0.056166,0.004831,0.00183,'Not Form'
0.469931,0.005263,2,0.020619,0.5,0.029747,0.028571,0.004776,'Not Form'
0.177582,0.083333,1,0.166667,0.333333,0.282843,0.003584,0.000887,'Not Form'
0.203556,0.004386,1,0.004386,1,0.006203,0.007353,0.008656,'Not Form'
1.374074,0.00071,7,0.03139,0.122807,0.054349,0.051032,0.001161,'Not Form'
0.33684,0.006061,2,0.057143,0.133333,0.106224,0.006025,0.000448,'Not Form'
0.14429,0.083333,1,0.142857,0.5,0.223607,0.000978,0.000215,'Not Form'
0.255622,0.001182,1,0.006849,0.166667,0.010021,0.02,0.001794,'Not Form'
0.717958,0.002252,4,0.03252,0.25,0.050441,0.016321,0.001186,'Not Form'
0.177582,0.333333,1,0.333333,1,0.447214,0.003584,0.001211,'Not Form'
0.183596,0.000933,1,0.012195,0.0625,0.02053,0.00431,0.000642,'Not Form'
0.243257,0.002203,1,0.004386,0.5,0.00623,0.016393,0.010379,'Not Form'
0.163568,0.009434,1,0.018519,0.5,0.026664,0.002212,0.000655,'Not Form'
0.16165,0.002439,1,0.02,0.1,0.033511,0.002058,0.000629,'Not Form'
0.370525,0.005263,2,0.025316,0.4,0.037136,0.009529,0.001053,'Not Form'
0.18983,0.166667,1,0.25,0.5,0.392232,0.005155,0.000952,'Not Form'
0.323304,0.00094,2,0.015504,0.105263,0.024898,0.004302,0.000877,'Not Form'
0.166696,0.05,1,0.090909,0.5,0.138675,0.002481,0.00056,'Not Form'
0.174028,0.007463,1,0.014706,0.5,0.021098,0.003195,0.001274,'Not Form'
0.14429,0.25,1,0.25,1,0.342997,0.000978,0.000239,'Not Form'
0.17584,0.002101,1,0.004184,0.5,0.005942,0.00339,0.003909,'Not Form'
0.225692,0.0025,1,0.0025,1,0.003536,0.011905,0.010082,'Not Form'
0.163508,0.001019,1,0.00304,0.333333,0.004325,0.002208,0.00351,'Not Form'
0.208878,0.001443,1,0.009524,0.142857,0.014249,0.008333,0.001807,'Not Form'
0.152382,0.017857,1,0.058824,0.25,0.097129,0.001412,0.000327,'Not Form'
0.152382,0.000369,1,0.002188,0.166667,0.003129,0.001412,0.003313,'Not Form'
0.202362,0.007353,1,0.014493,0.5,0.020788,0.007143,0.002799,'Not Form'
0.181111,0.002833,1,0.002833,1,0.004006,0.004,0.010486,'Not Form'
0.25069,0.002146,1,0.004274,0.5,0.006069,0.018519,0.015738,'Not Form'
0.925784,0.000877,5,0.033333,0.083333,0.062932,0.025963,0.000797,'Not Form'
0.183451,0.025641,1,0.066667,0.333333,0.106,0.004292,0.000456,'Not Form'
2.121773,0.002463,12,0.092308,0.206897,0.16625,0.056683,0.00095,'Not Form'
0.172261,0.004545,1,0.017241,0.25,0.025645,0.003012,0.00061,'Not Form'
0.381785,0.000753,2,0.006623,0.222222,0.009583,0.011031,0.001919,'Not Form'
0.164414,0.010204,1,0.010204,1,0.01443,0.002283,0.001775,'Not Form'
0.360674,0.00085,1,0.014493,0.035714,0.028017,0.0625,0.000964,'Not Form'
0.182739,0.000926,1,0.012987,0.055556,0.022576,0.004202,0.000591,'Not Form'
0.192363,0.055556,1,0.125,0.333333,0.210819,0.005525,0.001113,'Not Form'
0.187864,0.003175,1,0.009346,0.333333,0.013463,0.004878,0.00346,'Not Form'
0.477553,0.005376,2,0.010753,1,0.015206,0.041311,0.007106,'Not Form'
0.16165,0.008929,1,0.032258,0.25,0.05,0.002058,0.000381,'Not Form'
0.501691,0.000468,2,0.014599,0.043478,0.027261,0.043489,0.001155,'Not Form'
0.152382,0.25,1,0.333333,0.5,0.5,0.001412,0.000293,'Not Form'
0.185561,0.066667,1,0.066667,1,0.094072,0.004566,0.002623,'Not Form'
0.163508,0.001437,1,0.00565,0.25,0.008126,0.002208,0.001063,'Not Form'
0.164414,0.000834,1,0.008403,0.090909,0.012909,0.002283,0.000618,'Not Form'
0.99063,0.00905,2,0.071429,0.153846,0.132164,0.27439,0.00599,'Not Form'
0.172713,0.25,1,0.333333,0.5,0.5,0.003058,0.00084,'Not Form'
0.15209,0.007692,1,0.033333,0.2,0.053414,0.001395,0.00024,'Not Form'
0.197527,0.333333,1,0.333333,1,0.447214,0.006329,0.001934,'Not Form'
0.185404,0.000326,1,0.00431,0.071429,0.006444,0.004545,0.001372,'Not Form'
0.166018,0.003205,1,0.009434,0.333333,0.013593,0.002421,0.001089,'Not Form'
0.186851,0.004854,1,0.004854,1,0.006865,0.004739,0.006903,'Not Form'
0.176586,0.083333,1,0.142857,0.5,0.223607,0.003472,0.000513,'Not Form'
0.174125,0.003106,1,0.019231,0.142857,0.030394,0.003205,0.001038,'Not Form'
0.199311,1,1,1,1,1,0.006623,0.003427,'Not Form'
0.14429,0.00365,1,0.007246,0.5,0.010322,0.000978,0.001497,'Not Form'
0.218593,0.002506,1,0.015873,0.142857,0.024626,0.010309,0.001068,'Not Form'
0.219593,0.125,1,0.125,1,0.175412,0.010526,0.003218,'Not Form'
