@relation 'DiggNetwork_Data-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,6,7,8,9,5-weka.filters.supervised.instance.SpreadSubsample-M1.0-X0.0-S1'

@attribute 'Adamic Adar' numeric
@attribute 'Association Strength' numeric
@attribute 'Common Neighbors' numeric
@attribute Jaccard numeric
@attribute 'Min Overlap' numeric
@attribute NMeasure numeric
@attribute 'Resource Allocation' numeric
@attribute 'Rooted PageRank' numeric
@attribute Labels {'Not Form',Form}

@data
0.369269,0.25,1,0.25,1,0.342997,0.066667,0.04488,'Not Form'
0.261189,0.000342,1,0.006711,0.043478,0.010957,0.021739,0.003505,'Not Form'
0.225091,0.5,1,0.5,1,0.632456,0.011765,0.006342,'Not Form'
0.245246,0.003623,1,0.007194,0.5,0.010247,0.016949,0.01446,'Not Form'
0.286,0.011628,1,0.022727,0.5,0.032853,0.030303,0.007279,'Not Form'
0.369269,0.045455,1,0.083333,0.5,0.126491,0.066667,0.014603,'Not Form'
0.272958,0.333333,1,0.333333,1,0.447214,0.025641,0.013186,'Not Form'
0.310667,0.05,1,0.090909,0.5,0.138675,0.04,0.009486,'Not Form'
0.239556,0.00303,1,0.02381,0.1,0.041013,0.015385,0.000963,'Not Form'
0.294014,0.019608,1,0.052632,0.333333,0.081923,0.033333,0.00477,'Not Form'
0.271085,0.035714,1,0.1,0.25,0.175412,0.025,0.003712,'Not Form'
0.271085,0.002646,1,0.014706,0.166667,0.022347,0.025,0.002121,'Not Form'
0.271085,0.1,1,0.166667,0.5,0.262613,0.025,0.007859,'Not Form'
0.218104,0.041667,1,0.1,0.333333,0.165521,0.010204,0.003294,'Not Form'
0.506069,0.000244,2,0.010989,0.026316,0.021418,0.044231,0.003552,'Not Form'
0.205769,0.017857,1,0.058824,0.25,0.097129,0.007752,0.001367,'Not Form'
0.314658,0.0625,1,0.111111,0.5,0.171499,0.041667,0.011251,'Not Form'
0.910239,0.009259,1,0.033333,0.25,0.051813,0.333333,0.035449,'Not Form'
0.303413,0.013889,1,0.0625,0.125,0.117444,0.037037,0.00336,'Not Form'
0.267546,0.00198,1,0.009524,0.2,0.013985,0.02381,0.004124,'Not Form'
0.245246,0.055556,1,0.055556,1,0.078446,0.016949,0.011366,'Not Form'
0.352956,0.001032,1,0.014493,0.052632,0.025985,0.058824,0.002535,'Not Form'
0.296974,0.019231,1,0.0625,0.25,0.103975,0.034483,0.005107,'Not Form'
0.328459,0.2,1,0.2,1,0.27735,0.047619,0.023081,'Not Form'
0.276938,0.083333,1,0.142857,0.5,0.223607,0.027027,0.007135,'Not Form'
0.303413,0.002841,1,0.010989,0.25,0.016054,0.037037,0.003932,'Not Form'
0.187184,0.041667,1,0.076923,0.5,0.116248,0.004785,0.001756,'Not Form'
0.243257,0.003289,1,0.012658,0.25,0.018582,0.016393,0.004564,'Not Form'
0.300102,0.018182,1,0.066667,0.2,0.117041,0.035714,0.007922,'Not Form'
0.269283,0.05,1,0.125,0.25,0.220863,0.02439,0.005579,'Not Form'
0.256949,0.083333,1,0.142857,0.5,0.223607,0.020408,0.005778,'Not Form'
0.279055,0.006579,1,0.038462,0.125,0.068599,0.027778,0.004088,'Not Form'
0.558111,0.005348,1,0.037037,0.090909,0.069843,0.166667,0.008313,'Not Form'
0.205769,0.045455,1,0.083333,0.5,0.126491,0.007752,0.0019,'Not Form'
0.202953,0.033333,1,0.0625,0.5,0.093454,0.007246,0.004317,'Not Form'
0.558111,0.001042,1,0.012821,0.066667,0.021514,0.166667,0.006631,'Not Form'
0.352956,0.005556,1,0.028571,0.166667,0.046225,0.058824,0.00627,'Not Form'
0.208878,0.002232,1,0.008696,0.25,0.012619,0.008333,0.005941,'Not Form'
0.202953,0.083333,1,0.166667,0.333333,0.282843,0.007246,0.001818,'Not Form'
0.314658,0.007576,1,0.027778,0.25,0.042544,0.041667,0.007033,'Not Form'
0.192775,0.000952,1,0.015625,0.033333,0.030679,0.005587,0.00114,'Not Form'
0.271085,0.055556,1,0.125,0.333333,0.210819,0.025,0.006905,'Not Form'
0.216217,0.003077,1,0.014493,0.2,0.021693,0.009804,0.001619,'Not Form'
0.202656,0.004902,1,0.035714,0.083333,0.067963,0.007194,0.000649,'Not Form'
0.721348,0.022727,1,0.043478,0.5,0.064018,0.25,0.034496,'Not Form'
0.223347,1,1,1,1,1,0.011364,0.007683,'Not Form'
0.323515,0.011364,1,0.04,0.25,0.063246,0.045455,0.005506,'Not Form'
0.202656,0.002755,1,0.023256,0.090909,0.040656,0.007194,0.001577,'Not Form'
0.223347,0.004831,1,0.032258,0.111111,0.05726,0.011364,0.002544,'Not Form'
0.389871,0.052632,1,0.052632,1,0.074329,0.076923,0.03132,'Not Form'
0.187184,0.055556,1,0.125,0.333333,0.210819,0.004785,0.001736,'Not Form'
0.910239,0.022727,1,0.071429,0.25,0.120824,0.333333,0.031966,'Not Form'
0.40243,0.0006,1,0.012195,0.029412,0.023712,0.083333,0.002588,'Not Form'
0.595602,0.003289,2,0.040816,0.105263,0.076001,0.08133,0.003581,'Not Form'
0.254335,0.003968,1,0.02381,0.142857,0.038561,0.019608,0.002445,'Not Form'
0.314658,0.001739,1,0.021277,0.043478,0.041631,0.041667,0.001954,'Not Form'
0.272958,0.002304,1,0.022727,0.071429,0.041577,0.025641,0.001841,'Not Form'
0.540505,0.003752,2,0.038462,0.153846,0.06576,0.049451,0.00479,'Not Form'
0.244239,0.008333,1,0.030303,0.25,0.046727,0.016667,0.004644,'Not Form'
0.254335,0.021739,1,0.021739,1,0.030737,0.019608,0.012455,'Not Form'
0.228205,0.028571,1,0.090909,0.2,0.164399,0.0125,0.001844,'Not Form'
0.216679,0.011905,1,0.041667,0.25,0.066154,0.009901,0.00254,'Not Form'
0.225692,0.000335,1,0.008475,0.027778,0.015632,0.011905,0.001836,'Not Form'
0.45512,0.027778,1,0.052632,0.5,0.078087,0.111111,0.024642,'Not Form'
0.222785,0.005814,1,0.021739,0.25,0.032747,0.011236,0.004664,'Not Form'
0.910239,0.001709,1,0.013699,0.111111,0.021552,0.333333,0.011684,'Not Form'
0.187184,0.015385,1,0.058824,0.2,0.101535,0.004785,0.001137,'Not Form'
0.271085,0.011905,1,0.011905,1,0.016835,0.025,0.009861,'Not Form'
0.243257,0.25,1,0.25,1,0.342997,0.016393,0.007581,'Not Form'
0.187184,0.000501,1,0.010989,0.028571,0.021143,0.004785,0.001261,'Not Form'
0.558111,0.005556,1,0.038462,0.083333,0.073621,0.166667,0.00584,'Not Form'
0.360674,0.002688,1,0.02381,0.083333,0.042544,0.0625,0.002807,'Not Form'
0.283578,0.013889,1,0.058824,0.166667,0.105409,0.029412,0.003132,'Not Form'
0.294014,0.001786,1,0.02,0.0625,0.036748,0.033333,0.001191,'Not Form'
0.233075,0.01,1,0.035714,0.25,0.055858,0.013699,0.003318,'Not Form'
0.291207,0.0125,1,0.043478,0.25,0.069338,0.032258,0.003963,'Not Form'
0.205769,0.25,1,0.25,1,0.342997,0.007752,0.003324,'Not Form'
0.262697,0.025,1,0.047619,0.5,0.07036,0.022222,0.009134,'Not Form'
0.417032,0.25,1,0.25,1,0.342997,0.090909,0.042511,'Not Form'
0.369269,0.002899,1,0.027027,0.066667,0.051503,0.066667,0.002363,'Not Form'
0.314658,0.003922,1,0.018182,0.2,0.027597,0.041667,0.009368,'Not Form'
0.531273,0.000823,2,0.017391,0.074074,0.030102,0.046635,0.002742,'Not Form'
0.480898,0.007463,1,0.014706,0.5,0.021098,0.125,0.023678,'Not Form'
0.527628,0.003425,2,0.025316,0.25,0.038515,0.045546,0.003176,'Not Form'
0.918784,0.001015,2,0.020408,0.074074,0.03634,0.229167,0.006285,'Not Form'
0.276938,0.005128,1,0.037037,0.076923,0.071247,0.027027,0.002259,'Not Form'
0.262697,0.014493,1,0.014493,1,0.020494,0.022222,0.013403,'Not Form'
0.218104,0.142857,1,0.142857,1,0.2,0.010204,0.004144,'Not Form'
0.318929,0.018519,1,0.071429,0.166667,0.130744,0.043478,0.005741,'Not Form'
0.369269,0.004348,1,0.03125,0.1,0.056388,0.066667,0.00388,'Not Form'
0.216679,0.002747,1,0.025,0.076923,0.045811,0.009901,0.001049,'Not Form'
0.230213,0.111111,1,0.111111,1,0.156174,0.012987,0.005529,'Not Form'
0.417032,0.000762,1,0.00885,0.076923,0.013888,0.090909,0.002736,'Not Form'
0.243257,0.083333,1,0.166667,0.333333,0.282843,0.016393,0.0042,'Not Form'
0.345976,0.043478,1,0.043478,1,0.06143,0.055556,0.0353,'Not Form'
0.281266,0.006536,1,0.04,0.111111,0.073521,0.028571,0.001677,'Not Form'
0.300102,1,1,1,1,1,0.035714,0.027895,'Not Form'
0.245246,0.02381,1,0.0625,0.333333,0.098773,0.016949,0.002956,'Not Form'
0.199311,0.05,1,0.05,1,0.070622,0.006623,0.003518,'Not Form'
0.195161,0.002326,1,0.019231,0.1,0.032034,0.005952,0.005915,'Not Form'
0.480898,0.023256,1,0.023256,1,0.03288,0.125,0.049491,'Not Form'
0.229531,0.02381,1,0.045455,0.5,0.06704,0.012821,0.004021,'Not Form'
0.271085,0.004762,1,0.027778,0.142857,0.045907,0.025,0.006565,'Not Form'
0.210367,0.25,1,0.25,1,0.342997,0.008621,0.003998,'Not Form'
0.314658,0.004202,1,0.025,0.142857,0.04074,0.041667,0.006048,'Not Form'
0.236177,0.002331,1,0.020408,0.090909,0.0349,0.014493,0.002426,'Not Form'
0.274908,0.166667,1,0.25,0.5,0.392232,0.026316,0.007547,'Not Form'
0.222232,0.055556,1,0.125,0.333333,0.210819,0.011111,0.002639,'Not Form'
0.244239,0.009804,1,0.027778,0.333333,0.041434,0.016667,0.006245,'Not Form'
0.198533,0.083333,1,0.166667,0.333333,0.282843,0.006494,0.001935,'Not Form'
0.202656,0.001595,1,0.019608,0.052632,0.037139,0.007194,0.001326,'Not Form'
0.360674,0.017544,1,0.047619,0.333333,0.073521,0.0625,0.009165,'Not Form'
0.291207,0.041667,1,0.111111,0.25,0.196116,0.032258,0.00811,'Not Form'
0.264257,0.008403,1,0.043478,0.142857,0.076923,0.022727,0.00395,'Not Form'
0.193405,0.033333,1,0.0625,0.5,0.093454,0.005682,0.00132,'Not Form'
0.226304,0.025,1,0.047619,0.5,0.07036,0.012048,0.002953,'Not Form'
0.267546,0.038462,1,0.071429,0.5,0.107521,0.02381,0.007573,'Not Form'
0.303413,0.006803,1,0.019608,0.333333,0.028808,0.037037,0.005947,'Not Form'
0.621335,0.005747,1,0.029412,0.166667,0.047755,0.2,0.013509,'Not Form'
0.210751,0.041667,1,0.076923,0.5,0.116248,0.008696,0.00199,'Not Form'
0.296974,0.011111,1,0.03125,0.333333,0.046907,0.034483,0.004274,'Not Form'
0.45512,0.014286,1,0.055556,0.2,0.09513,0.111111,0.00873,'Not Form'
0.603091,0.000883,2,0.012195,0.133333,0.01864,0.07439,0.005492,'Not Form'
0.187184,0.03125,1,0.058824,0.5,0.087706,0.004785,0.002426,'Not Form'
0.269283,0.006061,1,0.04,0.090909,0.076029,0.02439,0.003689,'Not Form'
0.310667,0.002463,1,0.02381,0.071429,0.043916,0.04,0.00213,'Not Form'
0.318929,0.055556,1,0.055556,1,0.078446,0.043478,0.029722,'Not Form'
0.222232,0.011111,1,0.03125,0.333333,0.046907,0.011111,0.002774,'Not Form'
0.323515,0.001838,1,0.020408,0.0625,0.037635,0.045455,0.004364,'Not Form'
0.345976,0.002525,1,0.025641,0.055556,0.049752,0.055556,0.002744,'Not Form'
0.288539,0.020833,1,0.066667,0.25,0.111803,0.03125,0.003683,'Not Form'
0.360674,0.005291,1,0.030303,0.142857,0.050702,0.0625,0.01578,'Not Form'
0.558111,0.017241,1,0.017241,1,0.024379,0.166667,0.065583,'Not Form'
0.202656,0.006536,1,0.04,0.111111,0.073521,0.007194,0.002969,'Not Form'
0.492806,0.0006,2,0.014085,0.068966,0.023848,0.034975,0.002652,'Not Form'
0.217147,0.013514,1,0.026316,0.5,0.038166,0.01,0.002287,'Not Form'
0.245246,0.5,1,0.5,1,0.632456,0.016949,0.009478,'Not Form'
0.248425,0.014706,1,0.014706,1,0.020795,0.017857,0.006937,'Not Form'
0.202656,0.008333,1,0.035714,0.2,0.057687,0.007194,0.001011,'Not Form'
0.206433,0.007692,1,0.045455,0.1,0.086226,0.007874,0.000957,'Not Form'
0.25069,0.002101,1,0.021277,0.071429,0.038462,0.018519,0.000854,'Not Form'
0.434294,0.028571,1,0.090909,0.2,0.164399,0.1,0.013557,'Not Form'
0.222232,0.002222,1,0.006579,0.333333,0.009426,0.011111,0.004159,'Not Form'
0.265873,0.013889,1,0.0625,0.125,0.117444,0.023256,0.002993,'Not Form'
0.345976,0.066667,1,0.142857,0.333333,0.242536,0.055556,0.011429,'Not Form'
0.267546,0.000928,1,0.00625,0.142857,0.009174,0.02381,0.003291,'Not Form'
0.45512,0.003268,1,0.029412,0.058824,0.05712,0.111111,0.005077,'Not Form'
0.45512,0.007407,1,0.032258,0.2,0.051503,0.111111,0.012036,'Not Form'
0.45512,0.018182,1,0.066667,0.2,0.117041,0.111111,0.012556,'Not Form'
0.352956,0.000595,1,0.012346,0.025,0.024383,0.058824,0.002302,'Not Form'
0.294014,0.0625,1,0.142857,0.25,0.25,0.033333,0.007823,'Not Form'
0.236994,0.011905,1,0.055556,0.142857,0.101797,0.014706,0.001496,'Not Form'
0.621335,0.007143,1,0.043478,0.1,0.082199,0.2,0.008982,'Not Form'
0.306928,0.016667,1,0.055556,0.25,0.091098,0.038462,0.006069,'Not Form'
0.40243,0.076923,1,0.076923,1,0.108465,0.083333,0.035575,'Not Form'
0.279055,0.047619,1,0.111111,0.333333,0.185695,0.027778,0.00573,'Not Form'
0.480898,0.010417,1,0.029412,0.333333,0.044001,0.125,0.022662,'Not Form'
0.281266,0.00277,1,0.027027,0.052632,0.052632,0.028571,0.002008,'Not Form'
0.187184,0.013889,1,0.058824,0.166667,0.105409,0.004785,0.000647,'Not Form'
0.246279,0.055556,1,0.1,0.5,0.153393,0.017241,0.005475,'Not Form'
0.265873,0.001312,1,0.007576,0.166667,0.011123,0.023256,0.00624,'Not Form'
0.208878,0.001786,1,0.018868,0.071429,0.03337,0.008333,0.0039,'Not Form'
0.333808,0.047619,1,0.111111,0.333333,0.185695,0.05,0.007796,'Not Form'
0.218104,0.005747,1,0.029412,0.166667,0.047755,0.010204,0.001792,'Not Form'
0.294014,0.003497,1,0.027778,0.090909,0.050094,0.033333,0.002716,'Not Form'
0.198533,0.02,1,0.071429,0.2,0.126491,0.006494,0.001046,'Not Form'
0.211932,0.022222,1,0.058824,0.333333,0.09245,0.008929,0.001916,'Not Form'
0.318929,0.005495,1,0.038462,0.076923,0.074023,0.043478,0.002753,'Not Form'
0.339623,0.007813,1,0.028571,0.25,0.043853,0.052632,0.005914,'Not Form'
0.215762,0.001401,1,0.009259,0.142857,0.013832,0.009709,0.002817,'Not Form'
0.233827,0.037037,1,0.037037,1,0.052342,0.013889,0.005438,'Not Form'
0.294014,0.005556,1,0.025,0.2,0.03891,0.033333,0.004381,'Not Form'
0.279055,0.055556,1,0.125,0.333333,0.210819,0.027778,0.00584,'Not Form'
0.228862,0.066667,1,0.142857,0.333333,0.242536,0.012658,0.003785,'Not Form'
0.210751,0.011905,1,0.055556,0.142857,0.101797,0.008696,0.001404,'Not Form'
0.236994,0.006667,1,0.041667,0.1,0.078446,0.014706,0.001909,'Not Form'
0.199575,0.027027,1,0.027027,1,0.038208,0.006667,0.003477,'Not Form'
0.513898,0.000833,1,0.010638,0.066667,0.017375,0.142857,0.004599,'Not Form'
0.339623,0.010417,1,0.047619,0.166667,0.082761,0.052632,0.003518,'Not Form'
0.198533,0.083333,1,0.142857,0.5,0.223607,0.006494,0.001853,'Not Form'
0.187184,0.022222,1,0.076923,0.2,0.137361,0.004785,0.000829,'Not Form'
0.23783,0.1,1,0.1,1,0.14072,0.014925,0.006128,'Not Form'
0.369269,0.0025,1,0.025,0.0625,0.047646,0.066667,0.002722,'Not Form'
0.476624,0.000367,2,0.009756,0.064516,0.015827,0.031951,0.004603,'Not Form'
0.262697,0.003571,1,0.030303,0.071429,0.057928,0.022222,0.002472,'Not Form'
0.910239,0.166667,1,0.25,0.5,0.392232,0.333333,0.084795,'Not Form'
0.213578,0.001667,1,0.014493,0.1,0.02325,0.009259,0.001665,'Not Form'
0.291207,0.000463,1,0.010526,0.027778,0.020211,0.032258,0.003355,'Not Form'
0.210751,0.008547,1,0.047619,0.111111,0.089443,0.008696,0.002792,'Not Form'
0.193405,0.008475,1,0.016667,0.5,0.023956,0.005682,0.003765,'Not Form'
0.294014,0.0625,1,0.111111,0.5,0.171499,0.033333,0.012638,'Not Form'
0.206433,0.027778,1,0.090909,0.166667,0.166667,0.007874,0.001373,'Not Form'
0.25069,0.020833,1,0.066667,0.25,0.111803,0.018519,0.002882,'Not Form'
0.246279,0.007143,1,0.043478,0.1,0.082199,0.017241,0.004147,'Not Form'
0.210751,0.125,1,0.2,0.5,0.316228,0.008696,0.00342,'Not Form'
0.230908,0.004202,1,0.033333,0.071429,0.064216,0.013158,0.003041,'Not Form'
0.369269,0.002331,1,0.022222,0.076923,0.039873,0.066667,0.002433,'Not Form'
0.245246,0.001808,1,0.011765,0.142857,0.017832,0.016949,0.004279,'Not Form'
0.216679,0.027778,1,0.052632,0.5,0.078087,0.009901,0.004413,'Not Form'
0.306928,0.002165,1,0.021739,0.071429,0.039451,0.038462,0.002647,'Not Form'
0.333808,0.006944,1,0.04,0.125,0.071796,0.05,0.004048,'Not Form'
0.288539,0.014286,1,0.027778,0.5,0.04034,0.03125,0.006595,'Not Form'
0.223919,0.008333,1,0.047619,0.1,0.090536,0.011494,0.001259,'Not Form'
0.333808,0.003472,1,0.018868,0.166667,0.029235,0.05,0.003188,'Not Form'
0.910239,0.00152,1,0.016667,0.071429,0.028837,0.333333,0.009631,'Not Form'
0.217147,0.017544,1,0.047619,0.333333,0.073521,0.01,0.002801,'Not Form'
0.2245,0.5,1,0.5,1,0.632456,0.011628,0.007142,'Not Form'
0.279055,0.004202,1,0.025,0.142857,0.04074,0.027778,0.00258,'Not Form'
0.389871,0.000756,1,0.012048,0.047619,0.021296,0.076923,0.004553,'Not Form'
0.216217,0.008696,1,0.037037,0.2,0.060084,0.009804,0.002824,'Not Form'
0.694025,0.002525,2,0.035714,0.090909,0.06704,0.121277,0.005507,'Not Form'
0.274908,0.015385,1,0.058824,0.2,0.101535,0.026316,0.004222,'Not Form'
0.288539,0.009804,1,0.009804,1,0.013864,0.03125,0.019533,'Not Form'
0.199311,0.009524,1,0.047619,0.142857,0.085436,0.006623,0.001059,'Not Form'
0.271085,0.05,1,0.125,0.25,0.220863,0.025,0.004501,'Not Form'
0.333808,0.001282,1,0.013158,0.083333,0.021396,0.05,0.003614,'Not Form'
0.256949,0.00188,1,0.019608,0.071429,0.034922,0.020408,0.001908,'Not Form'
0.210751,0.002481,1,0.023256,0.076923,0.04207,0.008696,0.002105,'Not Form'
0.291207,0.013158,1,0.045455,0.25,0.072836,0.032258,0.00496,'Not Form'
0.222232,0.0025,1,0.020408,0.1,0.0343,0.011111,0.0027,'Not Form'
0.193405,0.009901,1,0.009901,1,0.014001,0.005682,0.005565,'Not Form'
0.229531,0.030303,1,0.076923,0.333333,0.124035,0.012821,0.003687,'Not Form'
0.199575,0.003704,1,0.026316,0.111111,0.045152,0.006667,0.002021,'Not Form'
0.192775,0.016667,1,0.066667,0.166667,0.121268,0.005587,0.000849,'Not Form'
0.202953,0.001639,1,0.014286,0.1,0.022878,0.007246,0.002531,'Not Form'
0.294014,0.012821,1,0.055556,0.166667,0.098773,0.033333,0.004152,'Not Form'
0.246279,0.001175,1,0.016949,0.043478,0.032461,0.017241,0.00192,'Not Form'
0.244239,0.04,1,0.111111,0.2,0.2,0.016667,0.003068,'Not Form'
0.333808,0.001818,1,0.021739,0.045455,0.042467,0.05,0.002497,'Not Form'
0.558111,0.02381,1,0.045455,0.5,0.06704,0.166667,0.030281,'Not Form'
0.360674,0.003676,1,0.014085,0.25,0.020761,0.0625,0.007381,'Not Form'
0.288539,1,1,1,1,1,0.03125,0.023414,'Not Form'
0.271085,0.022222,1,0.058824,0.333333,0.09245,0.025,0.005752,'Not Form'
0.230908,0.014706,1,0.028571,0.5,0.041523,0.013158,0.002673,'Not Form'
0.271085,0.1,1,0.166667,0.5,0.262613,0.025,0.006125,'Not Form'
0.195161,0.02381,1,0.083333,0.166667,0.153393,0.005952,0.001314,'Not Form'
0.228862,0.02381,1,0.045455,0.5,0.06704,0.012658,0.002239,'Not Form'
0.64794,0.003247,2,0.041667,0.090909,0.07943,0.104067,0.004887,'Not Form'
0.187184,0.000444,1,0.010638,0.022222,0.021024,0.004785,0.00261,'Not Form'
0.323515,0.001253,1,0.017241,0.047619,0.032573,0.045455,0.002784,'Not Form'
0.192775,0.033333,1,0.1,0.2,0.181071,0.005587,0.001088,'Not Form'
0.345976,0.004545,1,0.032258,0.1,0.058521,0.055556,0.003736,'Not Form'
0.205769,0.083333,1,0.166667,0.333333,0.282843,0.007752,0.002325,'Not Form'
0.306928,0.002688,1,0.02381,0.083333,0.042544,0.038462,0.003403,'Not Form'
0.256949,0.029412,1,0.055556,0.5,0.082619,0.020408,0.008132,'Not Form'
0.195161,0.000548,1,0.010101,0.041667,0.017744,0.005952,0.001114,'Not Form'
0.233827,0.013889,1,0.0625,0.125,0.117444,0.013889,0.001315,'Not Form'
0.291207,0.001208,1,0.017241,0.043478,0.033104,0.032258,0.001716,'Not Form'
0.216217,0.5,1,0.5,1,0.632456,0.009804,0.005728,'Not Form'
0.217147,0.041667,1,0.1,0.333333,0.165521,0.01,0.002574,'Not Form'
0.369269,0.008333,1,0.035714,0.2,0.057687,0.066667,0.005124,'Not Form'
0.323515,0.083333,1,0.083333,1,0.117444,0.045455,0.019838,'Not Form'
0.272958,0.043478,1,0.043478,1,0.06143,0.025641,0.010425,'Not Form'
0.417032,0.000827,1,0.014493,0.032258,0.028387,0.090909,0.00298,'Not Form'
0.345976,0.033333,1,0.033333,1,0.047114,0.055556,0.022348,'Not Form'
0.199311,0.041667,1,0.1,0.333333,0.165521,0.006623,0.001706,'Not Form'
0.314658,0.015873,1,0.015873,1,0.022445,0.041667,0.026272,'Not Form'
0.205769,0.00463,1,0.034483,0.083333,0.065372,0.007752,0.00341,'Not Form'
0.345976,0.004237,1,0.016129,0.25,0.023915,0.055556,0.008108,'Not Form'
0.210751,0.000934,1,0.014085,0.047619,0.025641,0.008696,0.001779,'Not Form'
0.192775,0.027778,1,0.071429,0.333333,0.114332,0.005587,0.002536,'Not Form'
0.222785,0.000303,1,0.008772,0.017857,0.017385,0.011236,0.002582,'Not Form'
0.254335,0.006211,1,0.034483,0.142857,0.058824,0.019608,0.002039,'Not Form'
0.233075,0.001838,1,0.020408,0.0625,0.037635,0.013699,0.001317,'Not Form'
0.345976,0.083333,1,0.166667,0.333333,0.282843,0.055556,0.014911,'Not Form'
0.480898,0.000697,1,0.013333,0.028571,0.026234,0.125,0.002621,'Not Form'
0.300102,0.000408,1,0.006803,0.052632,0.010846,0.035714,0.008321,'Not Form'
